"x","y","z"
0.386402663831995,-0.427489510775507,0.265384172035645
0.0289637495908195,1.34258261557632,0.363899738438405
-0.0272000408703253,-0.730329052625874,-0.421367313331592
1.08045642821314,0.132972349141782,-0.492085960918055
1.25915474221116,0.149915784669851,0.42207859217107
0.0705006360529471,0.737168596927409,-0.427406644778324
1.2677057379579,0.801068937989052,0.0200864191927474
0.225011458433068,0.467290444460985,0.13526047569978
1.07904116299527,-0.75981846078153,0.38442269210142
0.940738437407387,1.15548664140207,-0.0994356176290776
-0.544584649381849,1.20696765574628,-0.380702097607778
-0.678763801535432,0.651741175919381,0.49650716744429
-0.0295485244933086,1.22528168563672,-0.446192252924752
-1.30299044227419,0.298022693020264,0.369695465596542
-0.615481350706223,0.893893722613523,0.492671205520279
1.44484239538709,0.376919500017507,-0.0821981075022307
0.654416274904414,-0.704623599362012,0.498526482269373
0.845705940971065,-0.120121252636011,0.478268392722327
-1.2126255295943,0.2193683509598,0.442756102667566
-1.3710813771273,0.532106744820807,-0.16860507296653
-0.636449398799641,1.03567827209962,-0.451125441445481
0.10106448513087,0.917500920694687,0.494043270488664
0.286891910385402,0.562804225049838,-0.338173525184703
-1.01650642294737,-1.03270855243298,-0.219877076514467
0.514790998291922,-0.022842910737946,-0.122733614374163
0.517443722917668,-0.261910176915673,0.271219708475983
-0.426448101583659,-0.477191277304149,-0.346962306320768
-0.256195621720239,-1.25343955504339,0.414682151140986
-0.522696639823542,-1.37176166668931,-0.176074387061911
-1.33086249702459,-0.384332982554794,-0.318724682123809
1.10153073468172,-0.463834940584699,-0.460320935974101
-0.446538886187051,1.38862005547849,-0.199096190422408
0.22118062204624,-0.690313665555129,-0.417504553396073
0.381009539115866,-1.44748045480907,0.0566021282433266
0.69642455659745,-0.193693247020863,-0.416164056891036
-1.05894441989112,-0.2874299141421,0.490449300257549
0.290686841081696,1.02313714418956,-0.495934715797661
0.94837855822561,1.02366389628743,-0.305959295743168
-0.495795194077887,-1.37373396542653,0.194864121940246
1.22992544204041,-0.353562085021398,-0.414425018222263
-0.120318207243469,-0.840852088200289,0.476785764601564
1.2402963933132,0.266866227240394,0.421675534271486
1.11867748625981,0.0398244642050501,-0.485537796837702
1.34299612018327,0.38664680241371,0.303244650830032
0.513983031024941,-0.896862214163212,0.498862863775506
0.335250841029891,-0.924398416132969,0.499721485164555
-0.622584192498202,0.473258847920304,-0.44999222997666
-1.30414549841783,-0.461201535796192,0.321069613133385
0.878319829723153,-1.21511816000253,-0.0260845215314349
-0.702318644614569,-1.29020853022865,0.173383440493955
-1.44534752533069,0.190470131382934,-0.200945562945974
0.599919264795485,-0.334915345235903,0.389971347125787
0.887716764754474,0.396172786188004,0.499221429224682
-1.16989865081235,0.404849730408396,0.439739654908032
-0.462336230716275,0.617206185875638,0.444562004988293
-1.1553328246479,0.792042413454179,-0.298985637622722
1.15387345198321,0.907048877710385,0.176779162145465
0.781312291090983,-1.16093126556005,-0.300850545997803
-0.855235925928639,0.183190529710983,-0.484028658581463
0.673637136192019,0.0978007458371315,0.384769111846364
1.42549721665203,-0.451465444394308,-0.0685373082754563
0.34879224803382,-0.363811819165606,-0.0631117008224929
-0.80075654631719,1.21643242152519,-0.204343083810281
0.190429382740785,0.586899503033428,-0.321444787866376
-1.42249039297759,0.353440689554928,0.181891471637602
-1.25493835986002,-0.810404415687219,0.078100494555023
1.0272166939969,-0.737138758300176,-0.424412566455581
-0.764370084308957,1.26882783871016,0.135540023132066
-0.772691468138401,0.3329089453939,-0.474164723878177
-0.723169441845016,-1.31394353813325,-0.0138835951443966
0.274525175019102,-0.433590330053702,0.114090575409122
-0.48087007756385,0.586856154050814,-0.437924246050124
-0.516132198961895,0.956662482962786,0.49237066792869
-1.48899376393776,-0.173929165934976,-0.0296909591942879
-0.190385040340746,0.491761215522157,0.163039385152438
-0.330115628145332,-0.379990964921033,-0.0578524551620833
1.24158973016818,-0.188978598629328,-0.429558679373975
-0.2984741291977,-1.02620858312037,0.495253201676396
0.153401480397957,0.777875924854332,-0.455073590209256
0.89764078747608,-0.71861754787402,-0.477014679305474
-1.00148881504698,0.932942176590548,0.337719680404378
0.887877039785685,0.171257181550085,0.490744860660827
-0.248933633278902,-1.39140556383621,0.28110348578367
-0.528668171531003,-0.750232605411678,0.493195257393206
1.30449710110472,0.392237652119382,0.344699889749654
1.10925132696444,-0.804652577831229,-0.335899797215406
0.54119773727738,-1.26110336104751,-0.333727261098937
0.703147336799473,-1.30308510363668,-0.137607400316189
1.02482817463874,0.253830466013446,-0.496877186569302
0.456690817828167,-0.203661161869604,-0.00666093125979131
-0.844509327335975,-0.778436838154603,0.477424158487078
-0.551641771927616,0.263680996123711,0.314653441869318
-1.36137326704831,0.627002830103734,0.0342904608063568
-0.167022617719291,-1.36196471552453,-0.33390288533098
0.791347419812018,0.405085085498295,0.487523802133684
-0.491370342239622,1.22936685154548,-0.380880667983083
1.00771821678258,-0.0618130062948437,0.49990759652252
0.209591267169554,1.42799339690207,0.231282590117751
-0.576956559878455,-1.14442764483392,-0.413135058827873
0.788964352800934,-1.27312455759511,-0.0471845769062812
-0.679045644773516,-1.26070788936227,-0.251827751456555
0.0257590147484908,0.537076810031895,0.190455572070697
0.804342390875993,0.873158934014105,0.463645658872076
-0.267353139271853,1.46344667281964,0.110365969388084
-1.1876784078528,-0.430139054511392,-0.425136813136208
1.36061438095374,0.0667780316961674,-0.344635186825164
0.39968944184203,1.29890268974062,-0.348014397922727
1.09402225892357,0.0785489867758085,-0.490532679054934
-0.598759378043491,-0.858432342908105,-0.497821587093323
0.969830405255365,-1.08057909522109,0.21382578098696
-1.43713465013473,0.424615913348037,0.0380399942755179
-0.14569318885665,-0.489956746702272,-0.105047828864643
-0.830801299425201,-0.221701796965381,0.479963094549854
1.39674811788757,-0.432045280068844,-0.191093376555106
-0.290959074183297,0.464104774923505,-0.213276227318712
1.38998844787283,0.133738785645269,0.30473116354462
0.432879619401893,0.276008410401715,0.114921825213876
0.480471832272089,-1.06995756328501,-0.469159155410462
0.504500860304496,0.0199924595546903,-0.0698058625948483
0.388425794816075,-0.746796856617271,-0.474303603324414
0.35458733659163,-0.471442977226626,0.286048952880712
-0.16447732977296,-1.2378115654231,0.433765578849638
0.520437666075117,1.36056305971989,-0.20352211039945
-0.73336062274721,-1.29039461000497,0.124587995093433
-0.217199349135557,-1.33236334136873,0.357119470470728
1.28220810891781,-0.72569915818508,-0.161121445537263
-0.699094978022211,1.20642901755458,-0.307392424160674
-0.899496152689477,-0.778045759744881,0.462777781189986
-0.551888863369889,-0.616322323449397,0.469229834463065
0.929484450851607,-0.236411489209792,0.498322624393196
1.04258776692358,1.07828670367475,0.0101408708400529
1.22523773742132,0.829299752270974,0.141674050577621
-0.295865516980634,1.45763131952745,0.111735923597471
0.389370050668419,1.03222648466045,-0.489229039449493
-0.769130703140181,1.25264360002213,0.170795102449205
0.340997329523795,1.33128952708528,0.331547714348045
0.495921119557793,0.848482670975993,0.499703454994116
-0.535608062368615,0.977705559887421,0.486641996668463
1.49839714605511,0.0149895991580889,-0.0390582290875895
